feature_set,model,split,label,precision,recall,f1-score,support
v1_only,random_forest_reference,test,Yes,0.5817805383022774,0.5805785123966942,0.5811789038262668,968.0
v1_only,random_forest_reference,test,accuracy,0.5368782161234992,0.5368782161234992,0.5368782161234992,0.5368782161234992
v1_only,random_forest_reference,test,macro avg,0.5316310098918794,0.5316464905133279,0.531638045263517,1749.0
v1_only,random_forest_reference,test,weighted avg,0.5369929091558843,0.5368782161234992,0.5369348666192827,1749.0
v1_only,catboost_classifier,train,No,0.5975232198142415,0.2783653846153846,0.37979665464086587,4160.0
v1_only,catboost_classifier,train,Yes,0.5765270136831712,0.8397370043147729,0.6836734693877551,4867.0
v1_only,catboost_classifier,train,accuracy,0.5810346737565083,0.5810346737565083,0.5810346737565083,0.5810346737565083
v1_only,catboost_classifier,train,macro avg,0.5870251167487064,0.5590511944650788,0.5317350620143104,9027.0
v1_only,catboost_classifier,train,weighted avg,0.5862028990831105,0.5810346737565083,0.5436349682969099,9027.0
v1_only,catboost_classifier,validation,No,0.5352112676056338,0.24453024453024452,0.33568904593639576,777.0
v1_only,catboost_classifier,validation,Yes,0.5798138869005011,0.8307692307692308,0.6829679595278246,975.0
v1_only,catboost_classifier,validation,accuracy,0.5707762557077626,0.5707762557077626,0.5707762557077626,0.5707762557077626
v1_only,catboost_classifier,validation,macro avg,0.5575125772530674,0.5376497376497377,0.5093285027321102,1752.0
v1_only,catboost_classifier,validation,weighted avg,0.5600329307406199,0.5707762557077626,0.5289521399727218,1752.0
v1_only,catboost_classifier,test,No,0.44919786096256686,0.21510883482714468,0.2909090909090909,781.0
v1_only,catboost_classifier,test,Yes,0.5541818181818182,0.7871900826446281,0.6504481434058899,968.0
v1_only,catboost_classifier,test,accuracy,0.5317324185248714,0.5317324185248714,0.5317324185248714,0.5317324185248714
v1_only,catboost_classifier,test,macro avg,0.5016898395721925,0.5011494587358863,0.4706786171574904,1749.0
v1_only,catboost_classifier,test,weighted avg,0.5073021894864292,0.5317324185248714,0.48989925832870296,1749.0
v1_btts_related,dummy_most_frequent,train,No,0.0,0.0,0.0,4160.0
v1_btts_related,dummy_most_frequent,train,Yes,0.5391602968871164,1.0,0.7005901828127249,4867.0
v1_btts_related,dummy_most_frequent,train,accuracy,0.5391602968871164,0.5391602968871164,0.5391602968871164,0.5391602968871164
v1_btts_related,dummy_most_frequent,train,macro avg,0.2695801484435582,0.5,0.35029509140636245,9027.0
v1_btts_related,dummy_most_frequent,train,weighted avg,0.2906938257394035,0.5391602968871164,0.37773041096150795,9027.0
v1_btts_related,dummy_most_frequent,validation,No,0.0,0.0,0.0,777.0
v1_btts_related,dummy_most_frequent,validation,Yes,0.5565068493150684,1.0,0.7150715071507151,975.0
v1_btts_related,dummy_most_frequent,validation,accuracy,0.5565068493150684,0.5565068493150684,0.5565068493150684,0.5565068493150684
v1_btts_related,dummy_most_frequent,validation,macro avg,0.2782534246575342,0.5,0.35753575357535755,1752.0
v1_btts_related,dummy_most_frequent,validation,weighted avg,0.3096998733345843,0.5565068493150684,0.39794219147942195,1752.0
