feature_set,model,split,label,precision,recall,f1-score,support
v1_only,dummy_most_frequent,train,H,0.4343635759388501,1.0,0.6056533827618165,3921.0
v1_only,dummy_most_frequent,train,D,0.0,0.0,0.0,2271.0
v1_only,dummy_most_frequent,train,A,0.0,0.0,0.0,2835.0
v1_only,dummy_most_frequent,train,accuracy,0.4343635759388501,0.4343635759388501,0.4343635759388501,0.4343635759388501
v1_only,dummy_most_frequent,train,macro avg,0.14478785864628338,0.3333333333333333,0.2018844609206055,9027.0
v1_only,dummy_most_frequent,train,weighted avg,0.18867171610238523,0.4343635759388501,0.2630737691158837,9027.0
v1_only,dummy_most_frequent,validation,H,0.4309360730593607,1.0,0.6023135221380136,755.0
v1_only,dummy_most_frequent,validation,D,0.0,0.0,0.0,463.0
v1_only,dummy_most_frequent,validation,A,0.0,0.0,0.0,534.0
v1_only,dummy_most_frequent,validation,accuracy,0.4309360730593607,0.4309360730593607,0.4309360730593607,0.4309360730593607
v1_only,dummy_most_frequent,validation,macro avg,0.14364535768645356,0.3333333333333333,0.20077117404600453,1752.0
v1_only,dummy_most_frequent,validation,weighted avg,0.18570589906382268,0.4309360730593607,0.25955862398070795,1752.0
v1_only,dummy_most_frequent,test,H,0.4202401372212693,1.0,0.5917874396135265,735.0
v1_only,dummy_most_frequent,test,D,0.0,0.0,0.0,438.0
v1_only,dummy_most_frequent,test,A,0.0,0.0,0.0,576.0
v1_only,dummy_most_frequent,test,accuracy,0.4202401372212693,0.4202401372212693,0.4202401372212693,0.4202401372212693
v1_only,dummy_most_frequent,test,macro avg,0.1400800457404231,0.3333333333333333,0.1972624798711755,1749.0
v1_only,dummy_most_frequent,test,weighted avg,0.17660177293175125,0.4202401372212693,0.248692834829012,1749.0
v1_only,logistic_regression,train,H,0.6603438055720213,0.5682223922468758,0.6108293351610692,3921.0
v1_only,logistic_regression,train,D,0.3726078799249531,0.4372523117569353,0.40235008103727715,2271.0
v1_only,logistic_regression,train,A,0.5471887550200804,0.5767195767195767,0.5615662029881504,2835.0
v1_only,logistic_regression,train,accuracy,0.5379417303644621,0.5379417303644621,0.5379417303644621,0.5379417303644621
v1_only,logistic_regression,train,macro avg,0.5267134801723516,0.5273980935744625,0.5249152063954989,9027.0
v1_only,logistic_regression,train,weighted avg,0.5524183756995006,0.5379417303644621,0.542908944574456,9027.0
v1_only,logistic_regression,validation,H,0.6184738955823293,0.6119205298013245,0.6151797603195739,755.0
v1_only,logistic_regression,validation,D,0.31929046563192903,0.31101511879049676,0.3150984682713348,463.0
v1_only,logistic_regression,validation,A,0.5180505415162455,0.5374531835205992,0.5275735294117647,534.0
v1_only,logistic_regression,validation,accuracy,0.509703196347032,0.509703196347032,0.509703196347032,0.509703196347032
v1_only,logistic_regression,validation,macro avg,0.4852716342435013,0.4867962773708068,0.4859505860008911,1752.0
v1_only,logistic_regression,validation,weighted avg,0.5088003800924182,0.509703196347032,0.5091755562538749,1752.0
v1_only,logistic_regression,test,H,0.5983606557377049,0.5959183673469388,0.5971370143149284,735.0
v1_only,logistic_regression,test,D,0.32045454545454544,0.3219178082191781,0.3211845102505695,438.0
v1_only,logistic_regression,test,A,0.5320623916811091,0.5329861111111112,0.5325238508239376,576.0
v1_only,logistic_regression,test,accuracy,0.5065751858204688,0.5065751858204688,0.5065751858204688,0.5065751858204688
v1_only,logistic_regression,test,macro avg,0.4836258642911198,0.4836074288924093,0.4836151251298118,1749.0
v1_only,logistic_regression,test,weighted avg,0.5069308807802303,0.5065751858204688,0.5067514345830817,1749.0
v1_only,random_forest_reference,train,H,0.8160162189559047,0.821219076766131,0.8186093809584339,3921.0
v1_only,random_forest_reference,train,D,0.9091375770020534,0.7798326728313518,0.839535434937189,2271.0
v1_only,random_forest_reference,train,A,0.7456112352377913,0.8239858906525573,0.7828418230563002,2835.0
v1_only,random_forest_reference,train,accuracy,0.8116760828625236,0.8116760828625236,0.8116760828625236,0.8116760828625236
v1_only,random_forest_reference,train,macro avg,0.8235883437319164,0.8083458800833467,0.8136622129839743,9027.0
v1_only,random_forest_reference,train,weighted avg,0.8173323234515237,0.8116760828625236,0.8126408467757823,9027.0
v1_only,random_forest_reference,validation,H,0.6018411967779056,0.6927152317880795,0.6440886699507389,755.0
v1_only,random_forest_reference,validation,D,0.37610619469026546,0.183585313174946,0.2467343976777939,463.0
v1_only,random_forest_reference,validation,A,0.5053272450532724,0.6217228464419475,0.5575146935348446,534.0
v1_only,random_forest_reference,validation,accuracy,0.5365296803652968,0.5365296803652968,0.5365296803652968,0.5365296803652968
v1_only,random_forest_reference,validation,macro avg,0.4944248788404812,0.49934113046832435,0.4827792537211258,1752.0
v1_only,random_forest_reference,validation,weighted avg,0.5127694181320542,0.5365296803652968,0.5126928186559552,1752.0
v1_only,random_forest_reference,test,H,0.5847554038680318,0.6993197278911565,0.6369268897149938,735.0
v1_only,random_forest_reference,test,D,0.3046875,0.1780821917808219,0.22478386167146974,438.0
v1_only,random_forest_reference,test,A,0.5358306188925082,0.5711805555555556,0.5529411764705883,576.0
v1_only,random_forest_reference,test,accuracy,0.5265866209262435,0.5265866209262435,0.5265866209262435,0.5265866209262435
v1_only,random_forest_reference,test,macro avg,0.4750911742535133,0.48286082507584466,0.47155064261901725,1749.0
v1_only,random_forest_reference,test,weighted avg,0.4985058795455049,0.5265866209262435,0.5060552961690583,1749.0
v1_only,catboost_classifier,train,H,0.5764790764790765,0.8150981892374394,0.6753301637612256,3921.0
v1_only,catboost_classifier,train,D,0.6632653061224489,0.11448701012769705,0.19526849417949682,2271.0
v1_only,catboost_classifier,train,A,0.5545131025558072,0.6045855379188713,0.5784677691528856,2835.0
v1_only,catboost_classifier,train,accuracy,0.572726265647502,0.572726265647502,0.572726265647502,0.572726265647502
v1_only,catboost_classifier,train,macro avg,0.5980858283857776,0.5113902457613358,0.48302214236453594,9027.0
v1_only,catboost_classifier,train,weighted avg,0.5914140483908557,0.572726265647502,0.5241365290725416,9027.0
v1_only,catboost_classifier,validation,H,0.5541958041958042,0.8397350993377484,0.6677198525539758,755.0
v1_only,catboost_classifier,validation,D,0.4375,0.01511879049676026,0.029227557411273485,463.0
v1_only,catboost_classifier,validation,A,0.5472972972972973,0.6067415730337079,0.5754884547069272,534.0
v1_only,catboost_classifier,validation,accuracy,0.5507990867579908,0.5507990867579908,0.5507990867579908,0.5507990867579908
v1_only,catboost_classifier,validation,macro avg,0.5129977004977005,0.4871984876227389,0.42414528822405884,1752.0
v1_only,catboost_classifier,validation,weighted avg,0.5212540461898337,0.5507990867579908,0.4708742480440471,1752.0
v1_only,catboost_classifier,test,H,0.5359019264448336,0.8326530612244898,0.6521044219499201,735.0
v1_only,catboost_classifier,test,D,0.3235294117647059,0.02511415525114155,0.046610169491525424,438.0
v1_only,catboost_classifier,test,A,0.5462478184991274,0.5434027777777778,0.5448215839860748,576.0
v1_only,catboost_classifier,test,accuracy,0.5351629502572899,0.5351629502572899,0.5351629502572899,0.5351629502572899
v1_only,catboost_classifier,test,macro avg,0.468559718902889,0.46705666475113644,0.4145120584758401,1749.0
v1_only,catboost_classifier,test,weighted avg,0.48612495239873715,0.5351629502572899,0.46513964365149146,1749.0
v1_btts_over,logistic_regression,train,H,0.6614475627769572,0.5710277990308594,0.6129208869422392,3921.0
